宿名,楽天ID,じゃらんID,緯度,経度,住所,電話番号,
ＭＡＴＳＵＭＩＺＡＫＡ　ＨＩＬＬ,197541,,,35.655851,139.6901557,東京都目黒区駒場1-4-3,080-8500-9217
ｉｌｌｉ　Ｌａｙ　ＳｈｉｂｕｙａーＥｂｉｓｕ,196886,,,35.649615,139.7091577,東京都渋谷区東3-23-4,050-1720-7210
ＷＩＳＥ　ＯＷＬ　ＨＯＳＴＥＬＳ　ＳＨＩＢＵＹＡ,162859,,,35.6537001,139.6897743,東京都目黒区青葉台4-9-10,03-5738-0180
ＩＮＮ　ＴＨＥ　ＯＭＯＴＥＳＡＮＤＯ,188089,,,35.664585,139.7124791,東京都港区南青山5-1-25 メゾン・ド・ラミアビル7階,03-6427-7892
ドーミーインＥＸＰＲＥＳＳ目黒青葉台（ドーミーイン・御宿野乃　ホテルズグループ）,12695,,,35.64907983,139.6921874,東京都目黒区青葉台3-21-8 ,03-6894-5489
東急ステイ渋谷　恵比寿（２０２６年３月１７日オープン）,197838,,,35.647068,139.7083298,東京都渋谷区恵比寿西1-9-5,03-3463-0109
ドシー恵比寿,135362,,,35.64790266,139.7100943,東京都渋谷区恵比寿1-8-1,050-1807-2324
ＣＯＣＯ　中目黒　＾,171712,,,35.6455035,139.6999097,東京都目黒区上目黒1-7-5号201　ＣＯＣＯ　中目黒,090-2106-1740
ＣＯＣＯ中目黒ＩＩ　＾,171736,,,35.6455035,139.6999097,東京都目黒区上目黒1-7-5号301　302　ＣＯＣＯ　ＮａｋａｍｅｇｕｒｏＩＩ,090-2106-1740
プリンス　スマート　イン　恵比寿,179471,,,35.64535874,139.7070753,東京都渋谷区恵比寿南３丁目１１番２５号,050-3161-9550
Ａｐｔ＃０３１　Ｙｏｙｏｇｉ　Ｐａｒｋ　Ｈｏｔｅｌ　＾,195104,,,35.6680112,139.6902448,東京都渋谷区富ケ谷1-44-6,050-1180-4542
オリンピックイン渋谷,183333,,,35.6519994,139.68643,東京都目黒区大橋2-22-6,03-3469-5050
ＡＩ　ＡＯＹＡＭＡ／民泊,193881,,,35.65843688,139.7186184,東京都港区南青山7-11-6　南青山高樹町ヒルズ,070-1255-3566
フォーポイント　フレックス　ｂｙ　シェラトン　東京渋谷ウエスト,197443,,,35.6518357,139.6861842,東京都目黒区大橋2-22-7,03-5761-6957
ホテルレジデンス大橋会館　ｂｙ　Ｒｅ－ｒｅｎｔ　Ｒｅｓｉｄｅｎｃｅ,187581,,,35.6497006,139.6877522,東京都目黒区東山3-7-11,080-3691-6221
ｗａｖｅｓ　ｎａｋａｍｅｇｕｒｏ,180690,,,35.64390324,139.6979971,東京都目黒区上目黒3-7-6　松村第二ビル3Ｆ,03-6303-4220
恵比寿ホリックホテル,167308,,,35.644374,139.709459,東京都渋谷区恵比寿南1-16-8　,03-5725-2666
ＫＫＲホテル中目黒（国家公務員共済組合連合会目黒宿泊所）,17506,,,35.64505527,139.6919765,東京都目黒区東山 1-27-15,03-3713-8131
ホテルサーブ渋谷,5531,,,35.65087664,139.6844936,東京都目黒区大橋 2-24-4,03-5433-8711
フードビル／民泊,176237,,,35.6723889,139.7096564,東京都渋谷区神宮前2－18－7　フードビル,050-5444-6620
ＪＲ恵比寿駅徒歩４分★築浅戸建３階建７０平米２ＬＤＫ★定員８名／民泊,170278,,,35.6452553,139.7137758,東京都渋谷区恵比寿4-11-2,070-8420-6592
Ｐｏｋａ　Ｖｉｌｌａ　Ａｏｙａｍａ／民泊,194349,,,35.6649202,139.7199904,東京都港区南青山4-5-13　Ｐｏｋａ　ｖｉｌｌａ　ａｏｙａｍａ,070-4474-0102
東急ステイ青山プレミア,70328,,,35.66907546,139.7167679,東京都港区南青山2-27-18,03-3497-0109
ホテルアドネス　＾,186055,,,35.6663439,139.7201201,東京都港区南青山4-3-2　Ｈｏｔｅｌ　Ａｄｏｎｉｓ,080-5844-5695
Ｒｅａｌ　Ｌｉｆｅ　ＭＥＧＵＲＯ　ＲＩＶＥＲ　＾,169301,,,35.6501104,139.6826513,東京都世田谷区池尻3-4-13　Ｒｅａｌ　Ｌｉｆｅ　ＭＥＧＵＲＯ　ＲＩＶＥＲ,070-3998-6534
Ｅｂｉｓｕ　Ｈｉｒｏｏ　ｈｏｕｓｅ／民泊,175591,,,35.6480265,139.7192721,東京都渋谷区恵比寿2-20-7 ,050-5444-6620
ＨＯＴＥＬ　みなと－ＭＩＮＡＴＯ－,184904,,,35.6610121,139.723291,東京都港区西麻布1-13-17,03-6434-5662
アパホテル〈西麻布〉,8591,,,35.65698811,139.7236455,東京都港区西麻布4-4-5,0570-008-311
恵比寿・渋谷／ＡＲＴＩＳＴＩＣ　ＨＯＵＳＥ／民泊,169668,,,35.6460536,139.7181549,東京都渋谷区恵比寿2-7-7　Ｅｂｉｓｕ　Ｅ1,050-5444-6620
ｅｂｉｓｕ　ｂｌｕｅ　＾,189375,,,35.64467372,139.7165246,東京都渋谷区恵比寿3-9-3　Ｔｈｅ　ＶＩＬＬＡ　ＥＢＩＳＵ　ＥＩＧＨＴ,03-6273-8085
Ｒｅａｌ　Ｌｉｆｅ　ＳＡＮＧＥＮＪＡＹＡ　＾,169984,,,35.6498855,139.6814065,東京都世田谷区池尻3-19-20　Ｒｅａｌ　Ｌｉｆｅ　ＳＡＮＧＥＮＪＡＹＡ,070-3998-6534
ＩＧＥＴＡ　ＨＯＵＳＥ　ＳＨＩＢＵＹＡ／民泊,199554,,,35.6506135,139.6808833,東京都世田谷区池尻3-18-26,050-8880-4077
Ｃｉｅｌ南麻布,196064,,,35.6516472,139.7228714,東京都港区南麻布5-15-8,06-7167-6048
ホテルアラマンダ青山,165583,,,35.6710516,139.7178713,東京都港区北青山2-7-13 プラセオ青山ビル,03-6432-9074
マツリホテルルフレ恵比寿２０１,180806,,,35.6473468,139.7205231,東京都渋谷区恵比寿2-25-4　REJルフレ恵比寿201号室,03-6228-0440
マツリホテルルフレ恵比寿４０１,180807,,,35.6473468,139.7205231,東京都渋谷区恵比寿2-25-4　REJルフレ恵比寿401号室,03-6228-0440
ＨＡＮ’Ｓ　ＥＢＩＳＵ,191829,,,35.6454606,139.7189154,東京都渋谷区恵比寿2-13-15,03-6902-0195
六本木駅徒歩７分／９０平米２ＬＤＫ／デザイナーズ戸建／民泊,186307,,,35.66062705,139.7246172,東京都港区西麻布1-11-3,070-8420-6592
ＲＯＰＰＯＮＧＩ　ＨＯＴＥＬ　Ｓ（六本木　ホテル　Ｓ）,139857,,,35.66036449,139.7246644,東京都港区西麻布1-11-6　ホテル＆レジデンス六本木,03-5771-2469
Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ　＃２／民泊,169224,,,35.6449406,139.7185155,東京都渋谷区恵比寿3-5-9　イートス恵比寿202,050-5444-6620
Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ　＃３／民泊,169225,,,35.6449406,139.7185155,東京都渋谷区恵比寿3-5-9　イートス恵比寿203,050-5444-6620
ＡＢＵＲＡ　ＨＡＵＳ／民泊,185191,,,35.6674014,139.6813169,東京都渋谷区上原3-2-2　2Ｆ　ＡＢＵＲＡ　ＨＡＵＳ,090-9804-7490
Ｔｕｎｅ　Ｉｎｎ　Ｅｂｉｓｕ　＾,189395,,,35.6449015,139.718524,東京都渋谷区恵比寿3-5-9号　イートス恵比寿201,03-4405-2361
ｉｌｌｉ　Ｔｅｘ　Ａｏｙａｍａ,195985,,,35.6702649,139.7202398,東京都港区南青山2-14-15　ＡＯＹＡＭＡ　ＦＵＳＩＯＮビル,050-1720-7210
プラザ池尻／民泊,169917,,,35.6477583,139.6810036,東京都世田谷区池尻2-15-8　プラザ池尻,050-5444-6620
日本青年館ホテル,163169,,,35.6739457,139.7158074,東京都新宿区霞ケ丘町4-1,03-3401-0101
ウェスティンホテル東京,7536,,,35.64177849,139.7155107,東京都目黒区三田1-4-1 恵比寿ガーデンプレイス内,03-5423-7000
サウナ＆キャビン　テルマー湯　西麻布,188871,,,35.660889,139.726457,東京都港区西麻布1-7-2　地下1階～3階,03-6434-5937
ＨＯＴＥＬ　Ｌｅｅ,180837,,,35.6482524,139.6794562,東京都世田谷区池尻3-23-5,03-6705-5554
カスカータ（ＨＯＴＥＬ　ＧＬＡＮＺ　ＣＡＳＣＡＴＡ）,151252,,,35.6624363,139.726968,東京都港区西麻布1-3-2,03-6455-5110
スペース六本木／民泊,169665,,,35.6663859,139.725896,東京都港区六本木7-1-17　Ｓｐａｃｅ　Ｒｏｐｐｏｎｇｉ,03-6868-3456
Ｔｈｅ　ＳＡＵＮＡ　Ｅｓｃａｐｅ　Ｓｈｉｂｕｙａ,192138,,,35.6483895,139.6775885,東京都世田谷区三宿1-2-10,050-8894-9019
グランドハイアット東京,180552,,,35.6594675,139.7285756,東京都港区六本木6-10-3,03-4333-1234
Ｖｉｌｌａ　Ｒｏｐｐｏｎｇｉ,187216,,,35.6633447,139.7283983,東京都港区六本木7-10-19,070-1369-1334
Ｐｉａｚｚａ－Ｕ　祐天寺,197552,,,35.6377987,139.6894328,東京都目黒区五本木1-29-1 ピアッツァユー,080-8500-9217
駐車場付　高級住宅　生活設備充実／民泊,169238,,,35.6368588,139.7113223,東京都目黒区目黒1-11-5,080-3360-7975
結城ビル２０２　＾,170174,,,35.6455638,139.7249785,東京都港区白金5-11-6　結城ビル,090-4932-8697
フレックステイイン白金,27747,,,35.64473396,139.724621,東京都港区白金5-10-15,03-3443-1711
Ｍｉｃｒｏ　Ｈｏｔｅｌｓ　Ｎｅａｒｂｙ　Ｒｏｐｐｏｎｇｉ,172404,,,35.6462021,139.7258713,東京都港区白金5-1-2,050-5217-1643
アクトホテル六本木,166122,,,35.66243824,139.7295128,東京都港区六本木7-17-15,03-6435-0777
南青山１ｓｔ,181525,,,35.6714032,139.7250184,東京都港区南青山1-4-3　南青山ファースト201,050-5491-6892
ザ・下北ハウス！２路線乗入「新宿」「渋谷」共に電車で９分・駅近徒歩４分！／民泊,169955,,,35.6622235,139.673342,東京都世田谷区北沢1-28-3　ＳＨＩＭＯＫＩＴＡＺＡＷＡ　ＨＯＵＳＥ,03-6479-8758
マイグレ南青山,198013,,,35.66993447,139.7263391,東京都港区南青山1-15-2,050-8893-6290
ホテル　プリンセスガーデン,5197,,,35.63677623,139.7137194,東京都品川区上大崎2-23,03-3779-1010
六本木プラザホテル,179122,,,35.6626311,139.7301312,東京都港区六本木7-15-13　六本木ダイヤハイツ6Ｆ,03-3478-0811
Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　ｐｒｅ　＾,169304,,,35.6707907,139.7261157,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,070-3998-6534
東急ステイ目黒・祐天寺,41704,,,35.63607291,139.6906214,東京都目黒区祐天寺2-15-7,03-5721-1109
Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ　２Ｆ　＾,185271,,,35.670792,139.72612,東京都港区南青山1-8-3　Ｒｅａｌ　Ｌｉｆｅ　ＡＯＹＡＭＡ,070-3998-6534
下北沢・池の上　＾,169667,,,35.6615412,139.6727662,東京都世田谷区北沢1-31-1　Ｔ-ＢＡＳＥ,03-6479-8758
ドミール世田谷／民泊,195507,,,35.6478314,139.674691,東京都世田谷区三宿1-15-11　ドミール世田谷,080-8500-9217
南麻布ＭＯＮＯ　＾,170701,,,35.6516435,139.7303861,東京都港区南麻布3-2-4　ＭＯＮＯ,080-4330-8160
１６９平米新築一軒家｜中目黒＆代官山徒歩圏｜最大６名｜２泊ｏｋ｜送迎サービス４泊以上１回無料／民泊,194383,,,35.63349108,139.7063728,東京都目黒区目黒3-15-5,080-3589-1357
レム六本木,153693,,,35.66387321,139.7313735,東京都港区六本木7丁目14-4,03-6863-0606
三井ガーデンホテル神宮外苑の杜プレミア,173094,,,35.68022378,139.7154559,東京都新宿区霞ケ丘町11番3号,03-5786-1531
ホテルアジア会館,9580,,,35.67069502,139.7279918,東京都港区赤坂8-10-32,03-3402-6111
ＬＯＦＴ　ＨＯＴＥＬ　ＴＯＫＹＯ目黒　＾,175314,,,35.6348407,139.7133228,東京都目黒区目黒1-3-17 LOFT HOTEL TOKYO　目黒,03-6910-4771
ザ・リッツ・カールトン東京,64045,,,35.66612061,139.7309223,東京都港区赤坂9-7-1　東京ミッドタウン,03-3423-8000
目黒ホリックホテル,178375,,,35.6348817,139.7139559,東京都目黒区目黒1-3-14,03-6420-0139
アパホテル〈六本木駅前〉,149399,,,35.6623198,139.7322925,東京都港区六本木6-7-8,0570-004-811
ＭＵＳＴＡＲＤ　ＨＯＴＥＬ　ＳＨＩＭＯＫＩＴＡＺＡＷＡ,182685,,,35.66434077,139.6713387,東京都世田谷区北沢3-9-19,03-6407-9077
ＳＨＩＲＯＫＡＮＥ　　ＰＥＮＴＨＯＵＳＥ／民泊,174953,,,35.6443746,139.7281611,東京都港区白金4-10-6,090-3227-3986
ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）東京六本木,163186,,,35.66196149,139.7326647,東京都港区六本木6-7-11,03-5413-6950
ネストホテルオルト目黒駅前,68640,,,35.63422373,139.7133834,東京都目黒区下目黒1-2-19,03-3490-3111
ザ・ライブリー東京麻布十番（ＴＨＥ　ＬＩＶＥＬＹ　東京麻布十番）,177494,,,35.65671544,139.7332423,東京都港区麻布十番1-5-23,03-6804-3691
Ｒｏｐｐｏｎｇｉ　Ｈｏｕｓｅ　ｂｙ　Ｕ／民泊,195351,,,35.6645287,139.7323862,"東京都港区六本木4-6-3-401,501,B1　Roppongi House by U",050-1741-0183
ｉｌｌｉ　Ｇｒａｎ　Ａｚａｂｕｊｕｂａｎ,193408,,,35.65651707,139.73342,東京都港区麻布十番2-5-1　5階,050-1720-7210
ホテルアベスト目黒,137045,,,35.63416821,139.7146972,東京都品川区上大崎2-26-5,03-3490-5566
長者丸ビル,183723,,,35.6347641,139.7167644,東京都品川区上大崎2-15-5,03-6629-2097
相鉄フレッサイン　東京六本木,163072,,,35.66354778,139.7336076,東京都港区六本木3-10-1,03-5413-3486
六本木麻布　ＬＵＸＵＲＹ　ＶＩＬＬＡＳ　ＳＫＹ　ＧＡＴＥ　ＡＺＡＢＵ　＾,190891,,,35.65576048,139.7342251,東京都港区麻布十番　2-8-16　ＩＳＩビル6階,080-4295-7405
サウナ＆カプセル　ミナミ下北沢,188879,,,35.6600527,139.6689463,東京都世田谷区代沢2-29-9,03-5481-3731
栗林邸／民泊,194541,,,35.6517377,139.6696639,東京都世田谷区代沢4-16-6　栗林邸1Ｆ,090-3106-4711
コンフォートイン東京六本木,181523,,,35.6635729,139.7337812,東京都港区六本木3-9-8,03-5411-2211
グランデュオ白金,197564,,,35.6456996,139.7309049,東京都港区白金3-9-12,080-8500-9217
目黒みどりホテル　＾,194937,,,35.63434576,139.7171568,東京都品川区上大崎2-13-41　目黒みどりホテル,070-1320-8250
ＡＱＵＡ　ＲＥＳＩＤＥＮＣＥ　三軒茶屋　＾,195463,,,35.6433115,139.6739383,東京都世田谷区太子堂1-13-1　AQUA RESIDENCE 三軒茶屋 105,080-8500-9217
マロンハイツ３７,197682,,,35.6314218,139.6951277,東京都目黒区中町1-17-8,090-1210-9704
じゃるだんビル／民泊,190764,,,35.6630949,139.734477,東京都港区六本木3-8-10　じゃるだんビル2Ｆ,070-4474-0102
ＳＵＭＩＲＥ　ＳＨＩＲＯＧＡＮＥＤＡＩ／民泊,199772,,,35.6385304,139.7249821,東京都港区白金台4-14-7,03-6231-0330
マロウドイン赤坂,1815,,,35.66903699,139.7323832,東京都港区赤坂６丁目１５番１７号,03-3585-7611
ＭＩＭＡＲＵ東京　赤坂,166096,,,35.66986184,139.7328455,東京都港区赤坂7-9-6,03-6807-4344
ベリエ三軒茶屋,197972,,,35.646226,139.6702221,東京都世田谷区太子堂2-24-3,080-8500-9217
赤坂陽光ホテル,7629,,,35.66946752,139.7331692,東京都港区赤坂6-14-12,03-3586-4050
ｔｈｅ　ｂ　三軒茶屋（ザビー　さんげんぢゃや）,1746,,,35.64524356,139.6705339,東京都世田谷区太子堂2-17-9,03-3795-0505
三軒茶屋ハウス・Ｏ,181613,,,35.6436399,139.6713265,東京都世田谷区太子堂2-9-26,070-1369-1334
ホテルリブマックス赤坂,172011,,,35.67012234,139.7333513,東京都港区赤坂7-9-4,03-5563-9500
ＪＩＮＧ　ＨＯＵＳＥ渋谷ダブルベッド／新宿・渋谷駅近／民泊,185708,,,35.6748155,139.6732124,東京都渋谷区幡ケ谷1-20-1　シティーパル（旧高根ハイツ）103,070-8352-8889
ＧＯＴＥＮ,178179,,,35.6448506,139.6701773,東京都世田谷区太子堂4-24-12,050-3615-7129
ｔｈｅ　ｂ　赤坂（ザビー　あかさか）,240,,,35.67138675,139.7331247,東京都港区赤坂7-6-13 ,03-3586-0811
ＳＴＵＭＰ　ＳＡ　ＭｉｎａｍｉＡｚａｂｕ／民泊,195656,,,35.6468764,139.734624,東京都港区南麻布2-13-21　S.POINT南麻布,03-5962-7930
シェラトン都ホテル東京,1133,,,35.63946248,139.7303207,東京都港区白金台1-1-50,03-3447-3111
ＨＩＭＡＬＡＹＡ　ＣＬＯＵＤ　ＨＯＴＥＬ,177915,,,35.6759051,139.6713459,東京都渋谷区幡ヶ谷2-30-2,03-6304-2000
ホテルモントレ赤坂,54866,,,35.67561959,139.7327301,東京都港区赤坂4-9-24,03-3401-7111
Ｌ＆Ｐ　ＨＯＴＥＬ,183563,,,35.6756618,139.7340402,東京都港区赤坂4-7-1,080-4812-6868
２０１９年新築・高機能を追求した新型高級マンション＃赤坂見附駅徒歩４分／民泊,170666,,,35.6756779,139.7340482,東京都港区赤坂4-7-1　乾航赤坂レジデンス,080-4812-6868
ＨＪ　ＰＬＡＣＥ　ＴＡＫＡＮＡＷＡ／民泊,190236,,,35.6372929,139.7322994,東京都港区高輪1-27-9　ＨＪ　ＰＬＡＣＥ　ＴＡＫＡＮＡＷＡ,080-8500-9217
ブルックリンスタイルアパートメント／民泊,190161,,,35.6777477,139.6691855,東京都渋谷区笹塚3-8-2　ザ・スタンダードアパートメント笹塚,090-6493-2256
Ｔｉｍｅ　Ｃａｍｐ高輪２階　＾,194673,,,35.6319236,139.7310845,東京都港区高輪3-10-38　Ｔｉｍｅ　Ｃａｍｐ高輪,090-3435-1222
グランドプリンスホテル高輪,28469,,,35.63192481,139.7346269,東京都港区高輪3-13-1,03-3447-1111
ＭＵＪＩ　ＨＯＴＥＬ　ＧＩＮＺＡ,181069,,,35.67313992,139.7656574,東京都中央区銀座3-3-5　6F,03-3538-6101
ミレニアム三井ガーデンホテル東京,147093,,,35.66987932,139.7661224,東京都中央区銀座5-11-1,03-3549-3331
ソラリア西鉄ホテル銀座,134799,,,35.67081273,139.767233,東京都中央区銀座4丁目9-2,03-6731-5555
東急ステイ銀座,149481,,,35.67034233,139.767394,東京都中央区銀座4-10-5,03-3541-0109
相鉄フレッサイン　銀座三丁目,164568,,,35.6719167,139.7677402,東京都中央区銀座3-8-4,03-3538-3397
東京エディション銀座,188212,,,35.6726538,139.7675227,東京都中央区銀座2-8-13,03-6228-7400
アロフト東京銀座（マリオットグループ）,179212,,,35.66891539,139.7657203,東京都中央区銀座6-14-3,03-6278-8122
ホテルグレイスリー銀座,53403,,,35.66898228,139.7636222,東京都中央区銀座7-10-1 フロント3階,03-6686-1000
銀座ベルビューホテル,15041,,,35.67124863,139.7613168,東京都中央区銀座6-4-14,03-3289-0002
ＡＣホテル・バイ・マリオット東京銀座,179292,,,35.66860496,139.7654845,東京都中央区銀座6-14-7,03-5550-0102
天然温泉　奥湯河原の湯　スーパーホテルＰｒｅｍｉｅｒ銀座,167812,,,35.67071488,139.7684815,東京都中央区銀座3-11-15,03-4411-9000
ホテルグランバッハ東京銀座,182693,,,35.66867905,139.7663992,東京都中央区銀座5丁目13番12号,03-5550-2222
三井ガーデンホテル銀座五丁目,172931,,,35.66880224,139.7667379,東京都中央区銀座5-13-15,03-6226-5131
ＴＨＥ　ＧＡＴＥ　ＨＯＴＥＬ（ザ・ゲートホテル）　東京　ｂｙ　ＨＵＬＩＣ,168392,,,35.67282387,139.7614178,東京都千代田区有楽町2-2-3,03-6263-8233
クインテッサホテル東京銀座,176983,,,35.66998705,139.7683792,東京都中央区銀座4丁目11-4,03-6264-1350
コートヤード・マリオット　銀座東武ホテル,1187,,,35.66829351,139.7650471,東京都中央区銀座6-14-10,03-3546-0111
アゴーラ　東京銀座,179937,,,35.66850718,139.7671473,東京都中央区銀座5-14-7,03-6809-2238
ふふ　東京　銀座（２０２５年１１月１６日開業）,197912,,,35.6741662,139.7677066,東京都中央区銀座1-7-10,0570-0117-22
ザ・スクエアホテル銀座,168198,,,35.67232739,139.7691089,東京都中央区銀座2-11-6,03-3544-6811
イビススタイルズ東京銀座,183393,,,35.668289,139.763008,東京都中央区銀座7-10-9,03-5537-3133
ザ　ロイヤルパーク　キャンバス　銀座コリドー,183868,,,35.67147385,139.7604931,東京都中央区銀座6-2-11,03-3573-1121
ホテルモントレ銀座,5002,,,35.67286255,139.7690188,東京都中央区銀座2-10-2,03-3544-7111
相鉄フレッサイン　銀座七丁目,153207,,,35.6681089,139.7632092,東京都中央区銀座7-11-12,03-6891-0203
ザ　ロイヤルパークホテル　銀座６丁目,188447,,,35.6678892,139.7656872,東京都中央区銀座六丁目16番14号,03-3541-1116
ホテル銀座ダイエー,1494,,,35.67099055,139.7694883,東京都中央区銀座3-12-2,03-3545-1111
ホテルミュッセ銀座名鉄,165557,,,35.6678673,139.7636509,東京都中央区銀座七丁目12番9号,03-3541-3535
ダイワロイネットホテル銀座　ＰＲＥＭＩＥＲ　２０２６年３月９日リニューアルオープン,149164,,,35.6732453,139.7690164,東京都中央区銀座1丁目13-15,03-5159-1380
天然温泉　七宝の湯　ドーミーインＰＲＥＭＩＵＭ銀座,182801,,,35.6676788,139.7657912,東京都中央区銀座6-16-8,03-6226-5489
ザ　ロイヤルパーク　キャンバス　銀座８,168230,,,35.66817809,139.7624001,東京都中央区銀座8-9-4,03-6205-8010
銀座ホテルｂｙグランベル,187116,,,35.67063844,139.7600272,東京都中央区銀座7丁目2番18号,03-6263-8935
ＬＡＮＧ　浪　ｈｏｔｅｌ　銀座　＾,190033,,,35.67204753,139.7699762,東京都中央区銀座2-12-4　浪　ＬＡＮＧ,050-1180-4542
ホテルモントレ　ラ・スールギンザ,5001,,,35.67389299,139.7693132,東京都中央区銀座1-10-18,03-3562-7111
ＫＯＫＯ　ＨＯＴＥＬ　銀座一丁目,181420,,,35.674177,139.7690976,東京都中央区銀座1-9-5,03-3562-8212
レム日比谷,68107,,,35.67262343,139.7597391,東京都千代田区有楽町1-2-1,03-3507-0606
ｔｈｅ　ｂ　銀座（ザビー　ぎんざ）,181784,,,35.6673303,139.7627552,東京都中央区銀座8-12-13,03-3543-1200
ホテルサンルート銀座,147713,,,35.6735334,139.7698698,東京都中央区銀座1-15-11,03-5579-9733
ホテルザセレスティン銀座,160990,,,35.66931242,139.7599094,東京都中央区銀座8-4-22,03-3572-3111
三井ガーデンホテル銀座プレミア,41069,,,35.66708526,139.7632446,東京都中央区銀座8－13－1,03-3543-1131
レムプラス銀座,176635,,,35.66733728,139.762215,東京都中央区銀座8-11-11,03-6866-0606
ザ・ペニンシュラ東京,184598,,,35.6747591,139.7604704,東京都千代田区有楽町1-8-1,03-6270-2888
銀座国際ホテル,864,,,35.66799064,139.7604809,東京都中央区銀座8-7-13,03-3574-1121
銀座グランドホテル,767,,,35.66818228,139.760167,東京都中央区銀座8-6-15,03-3572-4131
からくさホテルプレミア東京銀座,168398,,,35.66701138,139.7615605,東京都港区新橋1-6-6,03-3573-6602
サマセット銀座イースト東京／民泊,171821,,,35.66699919,139.7682497,東京都中央区築地4-1-12　サマセット銀座イースト東京,03-3549-7111
Ｔａｂｉｓｔ　銀座,184530,,,35.6663201,139.7660988,東京都中央区銀座7-17-7,03-6770-5565
ＹＯＴＥＬ東京銀座,197156,,,35.6668015,139.7614031,東京都港区新橋1-7-7,03-6274-6301
ホテルビスタ東京［築地］,178893,,,35.6667553,139.7683857,東京都中央区築地4-3-9,03-6260-6166
帝国ホテル東京,28576,,,35.67272894,139.7581587,東京都千代田区内幸町1-1-1,03-3504-1111
三井ガーデンホテル銀座築地,191480,,,35.66708649,139.7695878,東京都中央区築地4-7-1,03-5565-2731
メルキュール東京日比谷,188132,,,35.6695893,139.758043,東京都千代田区内幸町1-5-2,03-3503-5051
ＴＳＵＫＩ　東京,173153,,,35.6692138,139.7716741,東京都中央区築地1-9-4,03-6435-6288
ホテルリブマックス東銀座,151119,,,35.66850038,139.7713215,東京都中央区築地2-12-1,03-3547-0550
ホテルＳＵＩ銀座京橋ｂｙＡＢＥＳＴ,162965,,,35.67498161,139.7710573,東京都中央区京橋3-9-1,03-3563-9933
京急ＥＸイン　東銀座,153347,,,35.66717586,139.7703139,東京都中央区築地2丁目１５－１５,03-5565-3910
アパホテル〈銀座京橋南〉（東京駅八重洲南口）,144960,,,35.674358,139.771723,東京都中央区京橋3-11-2,0570-042-911
ＶＩＶＯ銀座／民泊,195007,,,35.67223167,139.7725443,東京都中央区新富2-1-1,070-1255-4984
ホテルインターゲート東京京橋,165175,,,35.67555153,139.7708477,東京都中央区京橋3-7-8,03-5524-2929
ヴィアイン東銀座（ＪＲ西日本グループ）,130007,,,35.66700491,139.7704523,東京都中央区築地2-15-13,03-3545-5489
Ｈｏｔｅｌ　Ｃｏｍｆｙｂｅｄ　Ｇｉｎｚａ,187166,,,35.6720715,139.7728558,東京都中央区新富2-2-2　Comfybed Ginza,050-1722-4134
ＭＩＭＡＲＵ東京銀座ＥＡＳＴ,177734,,,35.6730021,139.772716,東京都中央区新富1-4-4,03-6280-4017
ホテル　アマネク　銀座イースト,153310,,,35.6715032,139.7731613,東京都中央区新富2-4-13,03-5542-0404
第一ホテル東京,2876,,,35.66874325,139.75732,東京都港区新橋1-2-6,03-3501-4411
相鉄フレッサイン　新橋日比谷口,140984,,,35.66825,139.757622,東京都港区新橋1-14-3,03-5157-2031
ｌｙｆ銀座東京（ライフ銀座東京）,188755,,,35.676408,139.7706292,東京都中央区京橋2-5-4,03-3528-6505
ダイワロイネットホテル新橋,172591,,,35.6684587,139.7572651,東京都港区新橋1-17-2,03-3500-5080
ＷＡＹＰＯＩＮＴ　ＴＳＵＫＩＪＩ　ＴＯＫＹＯ,198691,,,35.6691641,139.7729306,東京都中央区築地2-9-3,03-6264-7720
レム東京京橋,168396,,,35.67680036,139.7705406,東京都中央区京橋2-6-21,03-6843-0606
ホテルリブマックス東京新富町,168235,,,35.67226294,139.7735353,東京都中央区新富1-7-12,03-5566-2300
イビススタイルズ東京銀座Ｅａｓｔ,187427,,,35.6736438,139.7733187,東京都中央区新富1-2-13,03-3555-1230
アパホテル〈銀座　新富町駅前〉,142746,,,35.671605,139.773834,東京都中央区新富2-5-10,0570-044-811
Ｈｉｚ　Ｒｅｓｉｄｅｎｃｅ　Ｇｉｎｚａ　＾,173410,,,35.6734314,139.7735359,東京都中央区新富1-3-3,080-7345-0309
ＴＨＥ　ＢＬＯＳＳＯＭ　ＨＩＢＩＹＡ（ザ　ブラッサム日比谷）,172877,,,35.66911693,139.7562816,東京都港区新橋1-1-13,03-3591-8702
東急ステイ築地（旧：東急ステイ東銀座）,41702,,,35.66586616,139.770869,東京都中央区築地4-11-5,03-5551-0109
相鉄フレッサイン　東京京橋,134922,,,35.67640389,139.7717851,東京都中央区京橋2-11-1,03-5250-2031
変なホテル東京　銀座,164860,,,35.67010137,139.7739073,東京都中央区築地2-2-1,050-5894-3771
